PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste_Removal,Food,,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000823,Idleb,Harim,Atma,Ikraa,"36.305056,36.657987",IS,31,27,20,18,96,0,1,1,1,1,1,,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000824,Idleb,Harim,Atma,Ahl Al Wafa,"36.305097,36.665594",IS,167,188,103,75,533,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000825,Idleb,Harim,Atma,Ref Hama Alsharqi,"36.305066,36.657979",IS,440,456,275,227,1398,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000826,Idleb,Harim,Atma,Al Huda,"36.305064,36.657973",IS,307,416,242,200,1165,0,1,1,1,1,0,,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000827,Idleb,Harim,Atma,Qaret Al Twarek,"36.306322,36.659331",IS,48,58,54,51,211,0.88,1,1,1,1,1,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000828,Idleb,Harim,Atma,Al Ali,"36.305069,36.657978",IS,134,150,104,78,466,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000829,Idleb,Harim,Atma,Ataa camp 2,"36.314447,36.663564",IS,543,674,508,498,2223,0.86,1,1,1,1,1,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000830,Idleb,Harim,Atma,Shohadaa Al Latamna,"36.317114,36.6656",IS,706,875,605,501,2687,0.92,1,1,1,1,1,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000831,Idleb,Harim,Atma,Kafr Sejna,"36.320372,36.671697",IS,687,784,638,610,2719,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000832,Idleb,Harim,Atma,Al Montaser Bellah,"36.303525,36.657725",IS,123,157,115,91,486,0.85,1,1,1,1,1,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000833,Idleb,Harim,Atma,Al Majed,"36.303681,36.658481",IS,351,435,297,249,1332,0.88,1,1,1,1,1,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000834,Idleb,Harim,Atma,Al Raghad,"36.309875,36.664756",IS,312,364,264,223,1163,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000835,Idleb,Harim,Atma,Al Jabin,"36.304853,36.658253",IS,117,160,147,118,542,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000836,Idleb,Harim,Atma,Hasan Albanna,"36.308336,36.659203",IS,53,62,59,61,235,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000837,Idleb,Harim,Atma,Khaled ibn Al Walid,"36.308336,36.659204",IS,316,407,267,228,1218,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000838,Idleb,Harim,Atma,ShaShabo,"36.305569,36.658378",IS,498,518,377,334,1727,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000839,Idleb,Harim,Atma,Abdulbaset Al Sarout,"36.308789,36.660236",IS,106,156,104,88,454,0.8,1,1,1,1,1,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000840,Aleppo,Afrin,Atma,Al Rahma,"36.3055664,36.6583795",IS,218,275,157,122,772,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000841,Idleb,Harim,Atma,Al Rahil,"36.3055667,36.6583772",IS,296,332,242,214,1084,0.9,1,1,1,1,1,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000842,Idleb,Harim,Atma,Al Eido,"36.3055676,36.6583754",IS,110,134,103,90,437,0.9,0,1,1,1,0,,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000843,Idleb,Harim,Atma,Al Ekhlas Lellah,"36.3055685,36.6583773",IS,92,107,95,74,368,0.9,0,1,1,1,1,,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000369,Idleb,Harim,Karama,Act and Impact (Athar),"36.295646,36.705051",PC,305,311,300,231,1147,0.9,1,1,1,1,0,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000729,Idleb,Harim,Karama,Act and Impact Extension * ,"36.285069,36.713757",IS,374,451,370,290,1485,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000467,Idleb,Harim,Karama,Al Ber Wa Al Taqwaa (Qah) ,"36.29454,36.699855",IS,71,65,49,0,185,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000112,Idleb,Harim,Karama,Al Faroq (Qah) ,"36.294694,36.699452",IS,230,255,181,136,802,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000301,Idleb,Harim,Liyajlikum,Ain Jaloot,"36.2904833333333,36.710935",IS,341,363,260,214,1178,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000154,Idleb,Harim,Liyajlikum,Al Aasy,"36.288945,36.7106033333333",IS,242,332,259,211,1044,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000166,Idleb,Harim,Liyajlikum,Al Bayan (Qah) ,"36.2914583333333,36.7108833333333",IS,204,143,141,16,504,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000302,Idleb,Harim,Liyajlikum,Al Fateh Al Araby,"36.289785,36.7101916666667",IS,397,401,440,328,1566,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000256,Idleb,Harim,Liyajlikum,Al Hurriya wa Adalah,"36.2857066666667,36.7110733333333",IS,378,429,381,309,1497,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000303,Idleb,Harim,Liyajlikum,Al Ikhlas wa Al Taqua,"36.2853616666667,36.710175",IS,404,494,420,338,1656,0.6,1,1,1,1,0,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000155,Idleb,Harim,Liyajlikum,Al Nawaeer,"36.2875583333333,36.712975",IS,490,576,520,416,2002,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000487,Idleb,Harim,Liyajlikum,Al Qalaa,"36.280594,36.716403",IS,53,55,38,33,179,0,1,1,1,1,0,,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000485,Idleb,Harim,Liyajlikum,Al Sharqia,"36.2905333333333,36.713225",IS,401,455,424,337,1617,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000268,Idleb,Harim,Liyajlikum,Al Shrouk,"36.286515,36.7107783333333",IS,159,155,139,108,561,0.8,1,1,1,1,0,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000304,Idleb,Harim,Liyajlikum,Baraem Al Thawra,"36.28855,36.7147433333333",IS,257,331,282,218,1088,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000156,Idleb,Harim,Liyajlikum,Children of Freedom Martyrs,"36.2868033333333,36.7120416666667",IS,99,119,104,82,404,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000305,Idleb,Harim,Liyajlikum,Farajak Yarab,"36.2887383333333,36.7157183333333",IS,701,748,626,486,2561,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000157,Idleb,Harim,Liyajlikum,Fardoose,"36.2896166666667,36.7126933333333",IS,186,264,225,182,857,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000306,Idleb,Harim,Liyajlikum,Fateh Aleslam,"36.287855,36.7135866666667",IS,220,269,240,192,921,0.95,1,1,1,1,0,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000158,Idleb,Harim,Liyajlikum,Korayish (Al Khair),"36.290615,36.7113616666667",IS,195,165,190,162,712,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000159,Idleb,Harim,Liyajlikum,Lan Narka`llla Lilah,"36.2882383333333,36.7109383333333",IS,267,282,264,210,1023,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000160,Idleb,Harim,Liyajlikum,Liyajlikum,"36.287634,36.712251",IS,227,255,236,179,897,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000161,Idleb,Harim,Liyajlikum,Qassioun,"36.2909016666667,36.711495",IS,177,130,150,116,573,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000162,Idleb,Harim,Liyajlikum,Toyor Al Janna (Heaven Bird's),"36.289405,36.7133833333333",IS,197,291,244,191,923,0.85,1,1,1,1,0,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000164,Idleb,Harim,Qah,Abu Bakker Al Sidiq,"35.9144194343529,36.1836661147281",IS,144,137,145,113,539,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000307,Idleb,Harim,Qah,Afamia,"36.2923766666667,36.71116",IS,151,204,162,138,655,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000308,Idleb,Harim,Qah,Ahbab Al Rasoul,"36.2930733333333,36.7063",IS,150,153,169,150,622,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000165,Idleb,Harim,Qah,Al Arbaeen,"36.2938366666667,36.705365",IS,100,145,102,82,429,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000167,Idleb,Harim,Qah,Al Imam,"36.2919066666667,36.7103183333333",IS,199,251,199,176,825,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000178,Idleb,Harim,Qah,Al Intisar,"36.2916833333333,36.70867",IS,123,140,123,110,496,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000169,Idleb,Harim,Qah,Al Motasem,"36.29448,36.7085883333333",IS,89,100,83,64,336,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000170,Idleb,Harim,Qah,Al Muhajreen,"36.2935816666667,36.7052666666667",IS,260,313,218,188,979,0.9,1,1,1,1,1,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000123,Idleb,Harim,Qah,Al Nour (Qah) ,"36.296533,36.705112",IS,263,302,218,197,980,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000309,Idleb,Harim,Qah,Al Radwan,"36.2941816667,36.7045966667",IS,68,84,88,64,304,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000171,Idleb,Harim,Qah,Al Rahmah (Qah) ,"36.29299,36.7075066667",IS,141,161,167,133,602,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000421,Idleb,Harim,Qah,Al Rayan (Qah) ,"36.2927616667,36.7059916667",IS,474,507,423,330,1734,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000173,Idleb,Harim,Qah,Al Waleed  *,"36.2930516667,36.7069",IS,233,263,207,164,867,0.9,1,1,1,1,0,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000310,Idleb,Harim,Qah,Alebaa,"35.907426595406,36.1873424259947",IS,343,424,263,205,1235,0.8,1,1,1,1,0,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000176,Idleb,Harim,Qah,Ataa 2 (Hamad Al Ammar 1,"36.2938116667,36.7075816667",PC,160,232,167,76,635,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000126,Idleb,Harim,Qah,Ataa 3 (Al Ansar),"36.2945783333333,36.7124366666667",PC,254,238,228,181,901,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000181,Idleb,Harim,Qah,Ataa 5 (Shabab Al Khayr),"36.2911183333333,36.7097833333333",PC,269,273,230,172,944,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000313,Idleb,Harim,Qah,Ataa 7a (Ataa Almara Alkwaityeh 1),"36.2933433333,36.6973933333",PC,468,443,332,260,1503,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000175,Idleb,Harim,Qah,Bani Omiyet,"36.2942083333333,36.70876",IS,94,102,120,89,405,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000177,Idleb,Harim,Qah,Hibat Allah,"35.8763675781772,36.203455734471",IS,181,225,193,148,747,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000134,Idleb,Harim,Qah,Kura Mankouba,"36.2951416666667,36.7037733333333",IS,162,155,116,88,521,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000179,Idleb,Harim,Qah,Madenh Monarh (Hmamiat),"36.2917383333333,36.7095183333333",IS,169,198,199,144,710,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000311,Idleb,Harim,Qah,Nasret Al Rasoul,"36.2923733333333,36.71231",IS,253,311,251,215,1030,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000138,Idleb,Harim,Qah,Qadisiya,"36.2962466666667,36.7108666666667",IS,707,824,661,520,2712,0.75,1,1,1,1,0,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000180,Idleb,Harim,Qah,Qah,"36.293056,36.727222",IS,1179,1731,865,308,4083,0.4,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000132,Idleb,Harim,Qah,Reef Hama Mankouba,"36.2968833333333,36.7015083333333",IS,261,301,211,174,947,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000141,Idleb,Harim,Qah,Sahl Al Ghab Alawal,"36.2925866666667,36.7073383333333",IS,96,121,103,87,407,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000422,Idleb,Harim,Qah,Shuhada Khan Sheikhon,"36.2938383333333,36.7119866666667",IS,264,326,275,202,1067,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000184,Idleb,Harim,Qah,Shuhadaa Abdeen,"36.2927083333333,36.7084666666667",IS,181,220,173,144,718,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000146,Idleb,Harim,Qah,Sons of Homs (Abna Homs),"36.2975733333333,36.70139",IS,243,265,182,142,832,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000602,Idleb,Harim,Qah,Al Taibah* ,"36.3108833333333,36.7259716666666",IS,293,289,245,210,1037,0,1,1,1,1,0,,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000601,Idleb,Harim,Salam,Al Atlal* ,"36.28370591,36.71211745",IS,506,621,397,313,1837,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000655,Idleb,Harim,Qah,Shohadaa Alghab *,"36.281832,36.713654",IS,311,378,302,242,1233,0.3,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000666,Idleb,Harim,Qah,Al Akram*,"36.27393768,36.73031321",IS,1353,1544,931,736,4564,0.35,1,1,1,1,1,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000667,Idleb,Harim,Qah,Wadi Alghazal*,"36.28253125,36.73177501",IS,620,575,670,545,2410,0.3,0.75,1,0.75,1,1,,3. Partially covered,2.Mostly covered,1.Fully covered,2.Mostly covered,1.Fully covered,1.Fully covered
CP000745,Idleb,Harim,Qah,Al Salam (Qah) * ,"36.277251,36.724208",PC,825,770,806,765,3166,0.3,1,1,1,1,0.99,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000846,Idleb,Harim,Qah,Al Ard Altaybah * ,"36.30409444,36.76085278",PC,262,297,278,222,1059,0.25,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000847,Idleb,Harim,Qah,Al Anadoul * ,"36.25629444,36.72595278",PC,178,208,160,122,668,0,1,1,1,1,0,,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000869,Idleb,Harim,Qah,Kafrnodeh Alawal * ,"36.28305556,36.71172222",PC,268,310,256,209,1043,0,1,1,1,1,0,,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000186,Idleb,Harim,Salam,Al Forkan,"36.267586,36.721482",IS,876,1004,759,598,3237,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000189,Idleb,Harim,Salam,Al Midan,"36.263449,36.728872",IS,436,461,366,318,1581,0,1,1,1,1,1,,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000493,Idleb,Harim,Salam,Al Sabah,"36.2649028,36.7019694",IS,494,584,488,394,1960,0,1,1,1,1,0,,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000191,Idleb,Harim,Salam,Al Salam (Aqrabat) ,"36.277047,36.723946",IS,842,958,726,597,3123,0,1,1,1,1,0,,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000044,Idleb,Harim,Salam,Aqrabat (Ahl Al-Athar),"36.26600404,36.70230587",IS,217,248,197,147,809,0.35,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000318,Idleb,Harim,Salam,Abl Baydar,"36.28900467,36.72952007",IS,71,76,66,56,269,0.3,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000265,Idleb,Harim,Salam,Al Ahd Billah,"36.28417041,36.72786145",IS,340,375,353,285,1353,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000387,Idleb,Harim,Salam,Al Awdah,"36.28925879,36.73417503",IS,908,955,657,500,3020,0.3,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000486,Idleb,Harim,Salam,Al Badiah (Al Midan Extension) ,"36.2640972,36.7280417",IS,208,234,161,120,723,0,1,1,1,1,0,,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000319,Idleb,Harim,Salam,Al Goroub (and extension) ,"36.28140386,36.7120305",IS,515,610,449,354,1928,0.4,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000187,Idleb,Harim,Salam,Al Jolan,"36.28203814,36.71516774",IS,508,562,472,395,1937,0.85,1,1,1,1,0,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000188,Idleb,Harim,Salam,Al Khalij Al Arabi,"36.28132469,36.71650158",IS,152,143,125,100,520,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000168,Idleb,Harim,Salam,Al Majd,"36.28466738,36.7183469",IS,282,311,250,167,1010,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000386,Idleb,Harim,Salam,Al Mutahaboun Bellah (and extension),"36.28956324,36.73027534",IS,718,826,704,574,2822,0.4,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000190,Idleb,Harim,Salam,Al Nasser (and extension) ,"36.2830586,36.71879101",IS,697,819,607,492,2615,0.35,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000488,Idleb,Harim,Salam,Al Shomoukh,"36.28592297,36.73093237",IS,340,315,425,310,1390,0.36,0.55,1,0.8,1,1,,3. Partially covered,2.Mostly covered,1.Fully covered,2.Mostly covered,1.Fully covered,1.Fully covered
CP000172,Idleb,Harim,Salam,Al Tawheed,"36.26981412,36.72436674",IS,384,422,287,249,1342,1,1,1,1,1,1,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000174,Idleb,Harim,Salam,Bab Al Hawa,"36.2896756,36.72858135",IS,237,271,193,150,851,0.35,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000193,Idleb,Harim,Salam,Dar Al Riaya - Disabled,"36.28224857,36.71390549",IS,453,489,380,282,1604,0.9,1,1,1,1,0,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000484,Idleb,Harim,Salam,Fatih Halab,"36.2759333,36.7304333",IS,192,175,148,106,621,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000320,Idleb,Harim,Salam,Kafr Nabutha Alamal,"36.2821258,36.71351564",IS,102,156,145,126,529,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000321,Idleb,Harim,Salam,Kafr Nabutha Alhora,"36.28424556,36.72789853",IS,177,168,141,108,594,0.75,1,1,1,1,0.5,,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000863,Idleb,Harim,Salam,Kafr Nabutha Alhora Extension * ,"36.2816,36.73175",PC,742,818,584,445,2589,1,1,1,1,1,0.5,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000266,Idleb,Harim,Salam,Kafr Nabutha Alsmoud,"36.26728942,36.71706858",IS,409,479,323,241,1452,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000423,Idleb,Harim,Salam,Mareiwdah,"36.29536948,36.73534201",IS,141,160,113,80,494,0.45,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000322,Idleb,Harim,Salam,Muhajreen Al Gab,"36.28169811,36.71472512",IS,270,274,226,173,943,0.3,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000195,Idleb,Harim,Salam,Shams Al Izza (and extension) ,"36.27052105,36.72567306",IS,54,57,47,35,193,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000323,Idleb,Harim,Salam,Shuhada Kafr Nabutha,"36.28149398,36.71697452",IS,214,264,218,195,891,0.4,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000324,Idleb,Harim,Salam,Zahrat Al Jolan,"36.28120352,36.71830854",IS,238,245,229,147,859,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000412,Idleb,Harim,Salam,Zahrat Al Khalij Al Arabi,"36.28173353,36.71556391",IS,137,168,161,118,584,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000603,Idleb,Harim,Salam,Molhaq Albaidar* ,"36.29095206,36.73182451",IS,75,83,63,45,266,1,1,1,1,1,0,,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000728,Idleb,Harim,Salam,Shohdaa Maarit Hurma * ,"36.282161,36.714369",IS,120,147,114,90,471,0.28,1,1,1,1,0,,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
