PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste_Removal,Food,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000493,Idleb,Harim,Salam,Al Sabah,"36.2649028,36.7019694",IS,298,327,213,225,1063,0,1,1,1,1,0,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000191,Idleb,Harim,Salam,Al Salam (Aqrabat) ,"36.277047,36.723946",IS,702,782,518,517,2519,0,1,1,1,1,0,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000044,Idleb,Harim,Salam,Aqrabat (Ahl Al-Athar),"36.26600404,36.70230587",IS,244,239,193,171,847,0.35,0.35,1,1,1,0,3. Partially covered,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000318,Idleb,Harim,Salam,Abl Baydar,"36.28900467,36.72952007",IS,74,61,63,56,254,0.3,0.3,1,1,1,0,3. Partially covered,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000265,Idleb,Harim,Salam,Al Ahd Billah,"36.28417041,36.72786145",IS,354,353,316,309,1332,1,1,0,0,0,0,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000387,Idleb,Harim,Salam,Al Awdah,"36.28925879,36.73417503",IS,139,145,96,99,479,0.3,0.3,1,1,1,0,3. Partially covered,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000486,Idleb,Harim,Salam,Al Badiah (Al Midan Extension) ,"36.2640972,36.7280417",IS,181,167,242,233,823,0,1,1,1,1,1,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000319,Idleb,Harim,Salam,Al Goroub (and extension),"36.28140386,36.7120305",IS,524,521,403,410,1858,0.4,0.4,1,1,1,0,3. Partially covered,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000187,Idleb,Harim,Salam,Al Jolan,"36.28203814,36.71516774",IS,618,683,546,533,2380,0.85,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000188,Idleb,Harim,Salam,Al Khalij Al Arabi,"36.28132469,36.71650158",IS,137,149,142,115,543,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000168,Idleb,Harim,Salam,Al Majd,"36.28466738,36.7183469",IS,277,283,198,160,918,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000386,Idleb,Harim,Salam,Al Mutahaboun Bellah (and extension),"36.28956324,36.73027534",IS,727,708,553,570,2558,0.4,0.4,1,1,1,1,3. Partially covered,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000190,Idleb,Harim,Salam,Al Nasser (and extension) ,"36.2830586,36.71879101",IS,908,913,641,625,3087,0.35,0.35,1,1,1,1,3. Partially covered,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000488,Idleb,Harim,Salam,Al Shomoukh,"36.28592297,36.73093237",IS,372,322,415,278,1387,0.4,1,1,1,1,0,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000172,Idleb,Harim,Salam,Al Tawheed,"36.26981412,36.72436674",IS,177,177,130,138,622,1,1,1,1,1,1,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000174,Idleb,Harim,Salam,Bab Al Hawa,"36.2896756,36.72858135",IS,200,225,127,116,668,0.35,1,1,1,1,0,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000193,Idleb,Harim,Salam,Dar Al Riaya - Disabled,"36.28224857,36.71390549",IS,562,562,392,390,1906,0.9,1,1,1,1,0,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000484,Idleb,Harim,Salam,Fatih Halab,"36.2759333,36.7304333",IS,80,66,50,38,234,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000320,Idleb,Harim,Salam,Kafr Nabutha Alamal,"36.2821258,36.71351564",IS,114,118,132,125,489,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000321,Idleb,Harim,Salam,Kafr Nabutha Alhora,"36.28424556,36.72789853",IS,144,168,120,103,535,0.75,0.7,1,1,1,0,2.Mostly covered,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000266,Idleb,Harim,Salam,Kafr Nabutha Alsmoud,"36.26728942,36.71706858",IS,133,170,94,99,496,1,1,0,0,0,0,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000423,Idleb,Harim,Salam,Mareiwdah,"36.29536948,36.73534201",IS,93,104,71,58,326,0.45,1,1,1,1,0,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000322,Idleb,Harim,Salam,Muhajreen Al Gab,"36.28169811,36.71472512",IS,274,282,270,276,1102,0.3,1,1,1,1,0,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000195,Idleb,Harim,Salam,Shams Al Izza (and extension),"36.27052105,36.72567306",IS,49,57,46,34,186,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000323,Idleb,Harim,Salam,Shuhada Kafr Nabutha,"36.28149398,36.71697452",IS,359,356,330,291,1336,0.4,1,1,1,1,0,3. Partially covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000324,Idleb,Harim,Salam,Zahrat Al Jolan,"36.28120352,36.71830854",IS,308,268,284,241,1101,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000412,Idleb,Harim,Salam,Zahrat Al Khalij Al Arabi,"36.28173353,36.71556391",IS,165,216,193,174,748,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000045,Idleb,Harim,Sarmada,Al Dana,"36.20449078,36.75678668",IS,167,172,120,115,574,0.3,0.3,0,0,0,1,3. Partially covered,3. Partially covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000519,Idleb,Harim,Sarmada,Al Nashmi,"36.2218822,36.73940172",IS,280,281,195,185,941,0.2,0.2,0,0,0,1,3. Partially covered,3. Partially covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000403,Idleb,Harim,Sarmada,Al Faraj (Al Ghab),"36.2223039893433,36.5389269869774",IS,399,402,279,265,1345,0.5,1,0,0,0,1,Not covered - N/A,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000404,Idleb,Harim,Sarmada,Al Faroq Omar,"36.2016768561839,36.7116147927572",IS,337,303,288,272,1200,1,0.4,0,0,0,0,1.Fully covered,3. Partially covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000405,Idleb,Harim,Sarmada,Al Fateh,"36.20175567,36.7108638",IS,139,140,98,93,470,0.5,1,0,0,0,1,Not covered - N/A,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000197,Idleb,Harim,Sarmada,Al Imdad,"36.20187117,36.71299754",IS,451,454,314,299,1518,0.9,1,0,0.4,0,1,2.Mostly covered,1.Fully covered,Not covered - N/A,3. Partially covered,Not covered - N/A,1.Fully covered
CP000514,Idleb,Harim,Sarmada,Al Jabal (Sarmada),"36.18265411,36.68938465",IS,295,297,205,196,993,0.82,1,0,0,0,1,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000279,Idleb,Harim,Sarmada,Al Khirba Al Muhasara (and extension) ,"36.20261283,36.71203729",IS,433,436,302,287,1458,0.9,1,0,0,0,1,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000512,Idleb,Harim,Sarmada,Al Mahaba,"36.21618161,36.69416996",IS,104,104,72,69,349,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000529,Idleb,Harim,Sarmada,Al Mawada,"36.17165278,36.7357892",IS,246,248,171,163,828,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000511,Idleb,Harim,Sarmada,Al Nasr,"36.24858313,36.7071189",IS,1206,1112,864,660,3842,0.5,0,1,0.25,1,0.96,Not covered - N/A,Not covered - N/A,1.Fully covered,3. Partially covered,1.Fully covered,2.Mostly covered
CP000196,Idleb,Harim,Sarmada,Al Nouri,"36.18314281,36.68963231",IS,255,257,178,170,860,0.95,1,0,1,0,1,2.Mostly covered,1.Fully covered,Not covered - N/A,1.Fully covered,Not covered - N/A,1.Fully covered
CP000418,Idleb,Harim,Sarmada,Al Rahman,"36.1981999043068,36.6793924407001",IS,70,68,33,33,204,1,0,1,0,1,1,1.Fully covered,Not covered - N/A,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered
CP000062,Idleb,Harim,Sarmada,Al Sadaka,"36.20092966,36.71226667",IS,230,231,160,152,773,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000518,Idleb,Harim,Sarmada,Al Salam (Sarmada) ,"36.16453056,36.78139444",IS,138,139,94,91,462,0.9,1,0,0,0,-,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000456,Idleb,Harim,Sarmada,Al Sufara'a,"36.1639068649005,36.7496401940623",IS,106,75,45,19,245,0.75,0.8,1,1,1,1,2.Mostly covered,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000063,Idleb,Harim,Sarmada,Al Ummah,"36.20039083,36.71096038",IS,279,281,195,185,940,0.5,1,0,0,0,1,Not covered - N/A,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000490,Idleb,Harim,Sarmada,Al Wafa (Sarmada) ,"36.16481185,36.74993421",IS,259,200,180,171,810,0.95,1,0,0,0,1,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000509,Idleb,Harim,Sarmada,Alghafran,"36.24952977,36.70991339",IS,165,144,121,98,528,0.2,0.2,1,0.8,1,1,3. Partially covered,3. Partially covered,1.Fully covered,2.Mostly covered,1.Fully covered,1.Fully covered
CP000531,Idleb,Harim,Sarmada,Ali Bin Abi Taleb (Sarmada),"36.1912370936921,36.6947932188903",IS,547,551,381,363,1842,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000065,Idleb,Harim,Sarmada,Ariha,"36.2094471607986,36.7226394558521",IS,103,104,72,69,348,0.9,1,0,0,0,1,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000445,Idleb,Harim,Sarmada,Ghetaa Al Rahma2 (Al Kamouneh),"36.1618986298527,36.7488529874243",IS,545,548,380,361,1834,0.75,1,0,0,0,1,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000453,Idleb,Harim,Sarmada,Islamuna 2,"36.2055220300957,36.7287875033169",IS,611,615,426,405,2057,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000517,Idleb,Harim,Sarmada,Kafr Karmin,"36.17334911,36.78231206",IS,230,217,202,165,814,0.31,0.5,0.92,0.76,1,0,3. Partially covered,Not covered - N/A,2.Mostly covered,2.Mostly covered,1.Fully covered,Not covered - N/A
CP000510,Idleb,Harim,Sarmada,Kelbit,"36.22608642,36.71005782",IS,3881,4087,2496,2036,12500,0.3,0.3,0,0,0,0,3. Partially covered,3. Partially covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000198,Idleb,Harim,Sarmada,Khaled Bin Al Waleed,"36.2029770036117,36.7104019903936",IS,535,538,373,355,1801,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000530,Idleb,Harim,Sarmada,Matahen Al Khair,"36.1706812500894,36.7283340011207",IS,194,195,135,129,653,0.25,1,0,0,0,1,3. Partially covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000071,Idleb,Harim,Sarmada,Taiba City,"36.1830825793237,36.6909081003965",IS,546,550,380,362,1838,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000515,Idleb,Harim,Sarmada,Terminine (Sarmada),"36.22790278,36.81073056",IS,1102,1089,892,905,3988,0,1,0,0,0,-,Not covered - N/A,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000554,Idleb,Harim,Sarmada,Baraem Abi Alfedaa,"36.1836123316744,36.6953749068391",IS,403,406,281,267,1357,0.95,0.95,0,0,0,1,2.Mostly covered,2.Mostly covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000563,Idleb,Harim,Sarmada,Al Saiyalah,"36.13594,36.72515",IS,84,85,59,55,283,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000562,Idleb,Harim,Sarmada,AlAtshana Algharbiyah,"36.1491095374892,36.7374155015372",IS,338,340,235,224,1137,0.7,0.7,0,0,0,1,2.Mostly covered,2.Mostly covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000565,Idleb,Harim,Sarmada,Al Wdahee- Sarmada,"36.21693307,36.74055808",IS,365,266,152,132,915,0.2,0,1,0,1,0.92,3. Partially covered,Not covered - N/A,1.Fully covered,Not covered - N/A,1.Fully covered,2.Mostly covered
CP000576,Idleb,Harim,Sarmada,Al-Furkan(Alkamouna),"36.1626934847104,36.7528330625807",IS,89,90,62,59,300,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000408,Idleb,Harim,Sarmada,Al Ezza,"36.18955947,36.78899176",IS,1117,1155,808,770,3850,0.5,0.5,0,0,0,-,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000462,Idleb,Harim,Sarmada,Al Gharbal,"36.19692,36.760631",IS,45,44,31,30,150,0.3,1,0,0,0,1,3. Partially covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000468,Idleb,Harim,Sarmada,Defaf Al Furat,"36.19758295,36.7830988",IS,89,89,62,60,300,0.25,1,0,0,0,1,3. Partially covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000461,Idleb,Harim,Sarmada,Sons of Al Jazeera wa Al Furat,"36.19607375,36.78581495",IS,96,97,67,65,325,0.15,1,0,0,0,1,3. Partially covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000537,Idleb,Harim,Sarmada,Al Abiad-Tal Elkaramej,"36.16762,36.77504",IS,350,352,244,232,1178,0.25,1,0,0,0,1,3. Partially covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000546,Idleb,Harim,Deir Hassan,Rabeaa,"36.17983919,36.75479814",IS,93,94,66,62,315,0.25,1,0,0,0,1,3. Partially covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000552,Idleb,Harim,Deir Hassan,Wadi Al-Teen,"36.23849358,36.79902579",IS,193,194,134,128,649,0.6,1,0,0,0,1,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000540,Idleb,Harim,Sarmada,Al-Dwerat,"36.16452199,36.76776995",IS,184,185,128,122,619,0.4,1,0,0,0,1,3. Partially covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000496,Idleb,Harim,Deir Hassan,Al Rahma Transit/Reception Centre,"36.2220639,36.8034222",CC,23,29,13,10,75,0,1,0,0,0,-,Not covered - N/A,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000539,Idleb,Harim,Deir Hassan,Tl Aldaman,"36.22773244,36.81106778",IS,109,110,76,73,368,0.25,1,0,0,0,1,3. Partially covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000564,Idleb,Harim,Sarmada,Alwasitah,"36.1692620633605,36.7396178439231",IS,414,417,288,274,1393,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000446,Idleb,Harim,Harim,Al Aman (Harim),"36.2257092213258,36.5448137652128",IS,76,85,87,81,329,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000413,Idleb,Harim,Harim,Al Azraq,"36.2262066453695,36.5436470042914",IS,169,204,122,108,603,0.87,1,0,0,0,1,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000390,Idleb,Harim,Harim,Al Madenh Monarh (Harim),"36.2256990792229,36.5456170868128",IS,107,119,121,99,446,0.8,1,0,0,0,1,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000200,Idleb,Harim,Harim,Alhai Aljanouby school,"36.2101071048527,36.5235819015651",CC,64,54,43,45,206,1,1,1,1,1,0,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000208,Idleb,Harim,Harim,Alzeraah,"36.2056742515414,36.5115699637681",CC,70,56,78,72,276,0.93,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000414,Idleb,Harim,Harim,Dalama,"36.2262990977615,36.5474896878004",IS,83,81,68,66,298,0.8,1,0,0,0,0,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000258,Idleb,Harim,Harim,Jabal Harim (Sabiroon),"36.2267821049317,36.5398290473967",IS,349,347,339,318,1353,0.75,1,1,1,1,0,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000506,Idleb,Harim,Harim,Kafr Aruq,"36.115472568199,36.6575724072754",IS,223,276,258,265,1022,0.75,0,0.5,0.5,0.3,0,2.Mostly covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,3. Partially covered,Not covered - N/A
CP000210,Idleb,Harim,Harim,Omahat Al Moumenien,"36.2264976650476,36.5606519579887",IS,133,126,101,9,369,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000284,Idleb,Harim,Harim,Abna`a Al Ghab,"36.1969084152951,36.476536039263",IS,259,263,251,218,991,0.91,1,1,1,1,1,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000450,Idleb,Harim,Harim,Abna'a Al Ezza,"36.1977306380867,36.4766584988683",IS,268,280,281,234,1063,1,1,0,0,0,1,1.Fully covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000507,Idleb,Harim,Harim,Tajmae Aleiza,"36.19744167,36.47781944",IS,255,287,531,551,1624,0,1,0,0,0,0,Not covered - N/A,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000073,Idleb,Harim,Big Hir Jamus,Ayidoun,"36.195845673792,36.4331835787743",PC,1577,1498,648,498,4221,0.75,0.9,0.8,0.95,0.95,1,2.Mostly covered,2.Mostly covered,2.Mostly covered,2.Mostly covered,2.Mostly covered,1.Fully covered
CP000074,Idleb,Harim,Big Hir Jamus,Kadimoon,"36.1761423759162,36.4058035891503",PC,1060,921,481,448,2910,0.75,1,0.8,0.9,0.95,1,2.Mostly covered,1.Fully covered,2.Mostly covered,2.Mostly covered,2.Mostly covered,1.Fully covered
CP000075,Idleb,Harim,Big Hir Jamus,Samidoon,"36.1820524558424,36.4326522499322",PC,1197,1030,570,478,3275,0.3,1,0.75,0.5,0.9,1,3. Partially covered,1.Fully covered,2.Mostly covered,Not covered - N/A,2.Mostly covered,1.Fully covered
CP000281,Idleb,Harim,Big Hir Jamus,Al Taakhi,"36.13068466,36.40045876",IS,1008,942,468,420,2838,0.7,1,0.9,0,0.95,1,2.Mostly covered,1.Fully covered,2.Mostly covered,Not covered - N/A,2.Mostly covered,1.Fully covered
CP000280,Idleb,Harim,Big Hir Jamus,Al Safsafa,"36.13234452,36.42262046",IS,1071,991,414,358,2834,0.5,1,0.9,0,0.95,0.33,Not covered - N/A,1.Fully covered,2.Mostly covered,Not covered - N/A,2.Mostly covered,3. Partially covered
CP000558,Idleb,Harim,Big Hir Jamus,Alwadi Camp,"36.1885835091,36.429548515",IS,1147,818,785,524,3274,0.8,0.8,1,1,1,0,2.Mostly covered,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
Cp000559,Idleb,Harim,Big Hir Jamus,Alrahman(Hir Jamus),"36.1894851503893,36.4219246711581",IS,118,139,98,78,433,0.8,1,0,0,0,1,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000560,Idleb,Harim,Salqin,Alhamziyeh School,"36.1115566687658,36.3926305063068",IS,32,50,32,36,150,0.5,1,0,0,0,1,Not covered - N/A,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000378,Idleb,Harim,Salqin,Al Fath,"36.1441667,36.4515278",CC,47,46,23,21,137,0,1,0,0,0,0,Not covered - N/A,1.Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000508,Idleb,Harim,Salqin,Darbella,"36.0278453025966,36.4496966823935",IS,132,101,123,107,463,0.6,0,0.1,0,0,0,2.Mostly covered,Not covered - N/A,3. Partially covered,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000513,Idleb,Idleb,Maaret Tamsrin,Sham,"36.1038026539608,36.6678833216428",IS,370,380,190,180,1120,0.75,0,1,1,1,0.7,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000570,Idleb,Idleb,Kelly,Al-Rahma 1,36.09908333 36.67670556,IS,222,248,134,115,719,0.95,0.95,1,1,1,0.2,2.Mostly covered,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,3. Partially covered
CP000571,Idleb,Idleb,Kelly,Al-Rahma 2,36.09908333 36.67670556,IS,585,653,354,302,1894,1,0.8,0.9,1,0,0.2,1.Fully covered,2.Mostly covered,2.Mostly covered,1.Fully covered,Not covered - N/A,3. Partially covered
CP000572,Idleb,Idleb,Kelly,Al-Rahma 3,36.09908333 36.67670556,IS,232,258,140,120,750,1,0.95,0,0.25,0,0.2,1.Fully covered,2.Mostly covered,Not covered - N/A,3. Partially covered,Not covered - N/A,3. Partially covered
CP000573,Idleb,Idleb,Kelly,Al-Karkat,36.09908333 36.67670556,IS,499,556,302,260,1617,1,0.8,0.8,0,0,1,1.Fully covered,2.Mostly covered,2.Mostly covered,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000574,Idleb,Idleb,Kelly,Alfarhan,36.09908333 36.67670556,IS,334,370,203,173,1080,1,0.95,0.9,0,0,1,1.Fully covered,2.Mostly covered,2.Mostly covered,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000577,Idleb,Idleb,Kelly,Atta alkhair,36.09908333 36.67670556,IS,352,393,213,181,1139,0.7,0.6,1,0,0,0.2,2.Mostly covered,2.Mostly covered,1.Fully covered,Not covered - N/A,Not covered - N/A,3. Partially covered
CP000578,Idleb,Idleb,Kelly,Ayadi,36.09908333 36.67670556,IS,223,248,134,115,720,0.5,0.5,0.8,0,0,0.2,Not covered - N/A,Not covered - N/A,2.Mostly covered,Not covered - N/A,Not covered - N/A,3. Partially covered
CP000579,Idleb,Idleb,Kelly,Barri 2,36.09908333 36.67670556,IS,189,211,114,98,612,0.85,0.35,0.8,0.2,0.5,0.75,2.Mostly covered,3. Partially covered,2.Mostly covered,3. Partially covered,Not covered - N/A,2.Mostly covered
CP000580,Idleb,Idleb,Kelly,Barri Camp,36.09908333 36.67670556,IS,389,434,235,201,1259,1,0.75,0.8,0.25,0.5,0.7,1.Fully covered,2.Mostly covered,2.Mostly covered,3. Partially covered,Not covered - N/A,2.Mostly covered
CP000581,Idleb,Idleb,Kelly,Bilal Camp,36.09908333 36.67670556,IS,393,355,328,296,1372,1,0.5,0.9,0.25,0.5,1,1.Fully covered,Not covered - N/A,2.Mostly covered,3. Partially covered,Not covered - N/A,1.Fully covered
CP000582,Idleb,Idleb,Kelly,Ehsan,36.09908333 36.67670556,IS,121,134,73,62,390,1,0.9,0.7,0.5,0.5,1,1.Fully covered,2.Mostly covered,2.Mostly covered,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000583,Idleb,Idleb,Kelly,Faraj Allah,36.09908333 36.67670556,IS,380,424,230,196,1230,0.5,0.6,0.8,0,0,1,Not covered - N/A,2.Mostly covered,2.Mostly covered,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000584,Idleb,Idleb,Kelly,Hamra Camp,"36.1242459900677,36.6990205831825",IS,571,619,952,905,3047,0.5,0.5,0,0,0,1,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered
CP000585,Idleb,Idleb,Kelly,Kafruma,36.09908333 36.67670556,IS,158,176,95,81,510,0.9,0.95,0.7,0.25,0.25,0.25,2.Mostly covered,2.Mostly covered,2.Mostly covered,3. Partially covered,3. Partially covered,3. Partially covered
CP000586,Idleb,Idleb,Kelly,Karnaz,36.09908333 36.67670556 ,IS,426,475,257,220,1378,1,0.8,0.8,0.25,0.25,1,1.Fully covered,2.Mostly covered,2.Mostly covered,3. Partially covered,3. Partially covered,1.Fully covered
CP000587,Idleb,Idleb,Kelly,Kawkab,36.09908333 36.67670556,IS,318,356,193,165,1032,0.9,0.8,0,0,0,0,2.Mostly covered,2.Mostly covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000588,Idleb,Idleb,Kelly,Khair,36.09908333 36.67670556,IS,315,351,191,163,1020,0.8,0.4,0.8,0,0,0,2.Mostly covered,3. Partially covered,2.Mostly covered,Not covered - N/A,Not covered - N/A,Not covered - N/A
